"Nom du produit","URL du produit","Image du produit","Prix (CAD)","Évaluation (sur 5)","Nombre d'évaluations","Disponibilité"
"Portable 2-en-1 à écran tactile de 14 po de Dell - Bleu minuit (Ryzen AI 7 350 d'AMD/RAM 16 Go/SSD 1 To)","https://www.bestbuy.ca/fr-ca/produit/19333057","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19333/19333057.jpg","1200.39","4.64","154","Expédition disponible"
"Imprimante à jet d'encre tout-en-un sans fil Expression Home XP-4200 d'Epson","https://www.bestbuy.ca/fr-ca/produit/16502084","https://multimedia.bbycastatic.ca/multimedia/products/250x250/165/16502/16502084.jpg","75.49","4.25","1673","Expédition disponible"
"Portable à écran tactile de 15,6 po Inspiron 15 de Dell (Ryzen 7 7730U d'AMD/RAM 16 Go/SSD 512 Go/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/18965775","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18965/18965775.jpg","800.39","4.68","356","Expédition disponible"
"ViprTech Stryker 3.0 Liquid-Cooled PC - AMD Ryzen 7 (4.1GHz Turbo), NVIDIA RTX 3060 12GB, 32GB DDR4 3200, 1TB NVMe SSD, WiFi BT, Win 11 Pro, Gaming Desktop Computer Prebuilt, Black","https://www.bestbuy.ca/fr-ca/produit/19375725","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19375/19375725.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/193/19375/19375725.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/192/19269/19269129.jpeg","1099.99","5","1","Disponible uniquement en ligne"
"Microsoft 365 Personnel (PC/Mac) - 1 utilisateur - 12 mois + 3 mois* - Bilingue - Téléchargement numérique","https://www.bestbuy.ca/fr-ca/produit/19355613","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19355/19355613.jpg","114.99","1","2","Disponible uniquement en ligne"
"Portable de jeu de 15,6 po Nitro V d'Acer - Noir (Core i7-13620H d'Intel/RAM 16 Go/SSD 1 To/RTX 5060/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/19274601","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19274/19274601.jpg","1600.39","3.33","3","Expédition disponible"
"ViprTech Reaper 1.0 Liquid-Cooled PC - AMD Ryzen 7 8700F (5.0Ghz Turbo), RTX 5060 8GB, 16GB DDR5 6400, 1TB NVMe SSD, VR-Ready, Streaming, Win 11, Gaming Desktop Computer, White","https://www.bestbuy.ca/fr-ca/produit/19195877","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19195/19195877.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/191/19195/19195877.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/182/18245/18245728.jpeg","1399.99","0","0","Disponible uniquement en ligne"
"Tablette Tab Plus 11,5 po 256 Go Android 14 de Lenovo à processeur octocoeur MediaTek Helio G99 - Gris luna","https://www.bestbuy.ca/fr-ca/produit/18394832","https://multimedia.bbycastatic.ca/multimedia/products/250x250/183/18394/18394832.jpg","400.39","4.31","13","Expédition disponible"
"Portable 17 po Gram de LG - Noir volcanique (Core Ultra7 265V d'Intel/mémoire vive 16 Go/disque SSD de 1 To/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/19215307","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19215/19215307.jpg","1600.39","5","1","Expédition disponible"
"Boîte ouverte - Apple Pencil Pro pour iPad - Blanc","https://www.bestbuy.ca/fr-ca/produit/19320864","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19320/19320864.jpeg","139.99","0","0","Disponible uniquement en ligne"
"Remis à neuf (bon état) - Ordinateur de bureau professionnel HP 600 G2 WINDOWS 11 PRO compact | Processeur quadruple coeur I7 d'Intel jusqu'à 4,00 GHz | Mémoire vive 16 Go | SSD d'512 Go | Wi-Fi","https://www.bestbuy.ca/fr-ca/produit/19270490","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19270/19270490.png","219.99","0","0","Disponible uniquement en ligne"
"Portable à écran tactile de 15,6 po de HP (Core 6-Core i3 d'Intel/1215u jusqu'à 4,4 GHz/RAM 16Go/Disque SSD 512 Go/Carte graphique UHD d'Intel/Windows 11 famille mode S/HDMI 1,4b, Wi-Fi","https://www.bestbuy.ca/fr-ca/produit/17667139","https://multimedia.bbycastatic.ca/multimedia/products/250x250/176/17667/17667139.png","599.99","0","0","Disponible uniquement en ligne"
"Moniteur incurvé DEL AV HD intégrale GTG 100 Hz 24 po Essential S3 de Samsung (LS24D368GANXZA) - Noir","https://www.bestbuy.ca/fr-ca/produit/18913006","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18913/18913006.jpg","133.74","4.74","42","Expédition disponible"
"Portable de 14 po à écran tactile Vivobook S Flip d'ASUS - Bleu calme (Core i5-13420H d'Intel/RAM 16 Go/SSD 512 Go/Windows 11 Home)","https://www.bestbuy.ca/fr-ca/produit/18930077","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18930/18930077.jpg","1100.39","4.14","7","Expédition disponible"
"Ordinateur de bureau OmniDesk de HP - Noir (Core i7-13700 d'Intel/RAM 16 Go/SSD 512 Go) - Exclusivité Best Buy","https://www.bestbuy.ca/fr-ca/produit/19185767","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19185/19185767.jpg","1400.59","5","3","Expédition disponible"
"Moniteur DEL AV HD intégrale GTG 8 ms 75 Hz 32 po FreeSync de Samsung (LS32B300NWNXGO) - Noir","https://www.bestbuy.ca/fr-ca/produit/16013587","https://multimedia.bbycastatic.ca/multimedia/products/250x250/160/16013/16013587.jpg","235.74","4.59","70","Expédition disponible"
"Imprimante laser tout-en-un monochrome sans fil DCPL2640DW de Brother","https://www.bestbuy.ca/fr-ca/produit/17717076","https://multimedia.bbycastatic.ca/multimedia/products/250x250/177/17717/17717076.jpg","325.49","4.44","361","Expédition disponible"
"Souris de jeu sans fil de 30 000 ppp Viper V3 HyperSpeed de Razer - Noir","https://www.bestbuy.ca/fr-ca/produit/17479779","https://multimedia.bbycastatic.ca/multimedia/products/250x250/174/17479/17479779.jpg","95.18","4.61","172","Expédition disponible"
"Ordinateur de jeu Nitro N60-640-EB24 d'Acer (Core i7-14700F d'Intel/RAM 32 Go/SSD 2 To/GeForce RTX 5070 NVIDIA/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/19339620","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19339/19339620.jpg","2500.59","0","0","Expédition disponible"
"Prolongateur de portée sans fil Wi-Fi 5 AC1750 de TP-Link (RE450)","https://www.bestbuy.ca/fr-ca/produit/13893662","https://multimedia.bbycastatic.ca/multimedia/products/250x250/138/13893/13893662.jpg","70.19","4.19","363","Expédition disponible"
"Microsoft Office Famille 2024 (PC/Mac) - 1 utilisateur - Téléchargement numérique","https://www.bestbuy.ca/fr-ca/produit/18484478","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18484/18484478.jpg","168.98","4.64","4622","Disponible uniquement en ligne"
"Liseuse numérique à écran tactile 7 po 16 Go Kindle Paperwhite (12e génération) d'Amazon (SA568B) - Noir","https://www.bestbuy.ca/fr-ca/produit/18487161","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18487/18487161.jpg","185.59","4.65","26","Expédition disponible"
"Portable de 15,6 po de HP - Noir de jais (Core i3 N305 d'Intel/RAM 8 Go/SSD 512 Go/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/19187158","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19187/19187158.jpg","600.39","4.58","38","Expédition disponible"
"Remis à neuf (très bon état) - SM-T380NZKAXSA Samsung Galaxy Tab A SM-T380 32 Go 8,0 po Wi-Fi Noir","https://www.bestbuy.ca/fr-ca/produit/18485824","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18485/18485824.jpeg","79.99","0","0","Disponible uniquement en ligne"
"Ensemble avec clavier et souris sans fil MK270 de Logitech - Noir","https://www.bestbuy.ca/fr-ca/produit/10347500","https://multimedia.bbycastatic.ca/multimedia/products/250x250/103/10347/10347500.jpg","40.19","4.6","9503","Expédition disponible"
"Portable de jeu 17,3 po TUF Gaming F17 d'ASUS - Gris méca (Core 5 210H Intel/RAM 16 Go/SSD 1 To/GeForce RTX 4050)","https://www.bestbuy.ca/fr-ca/produit/18965637","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18965/18965637.jpg","1800.39","4.3","10","Expédition disponible"
"Tablette Tab Plus 11,5 po 128 Go Android 14 de Lenovo à processeur octocoeur MediaTek Helio G99 - Gris luna","https://www.bestbuy.ca/fr-ca/produit/18394831","https://multimedia.bbycastatic.ca/multimedia/products/250x250/183/18394/18394831.jpg","270.39","5","7","Expédition disponible"
"Imprimante à jet d'encre tout-en-un couleur sans fil MFC-J1012DW de Brother","https://www.bestbuy.ca/fr-ca/produit/18166387","https://multimedia.bbycastatic.ca/multimedia/products/250x250/181/18166/18166387.jpg","165.49","4.56","9","Expédition disponible"
"Boîte ouverte - iPad Pro 13 po (M4) de 256 Go d'Apple avec Wi-Fi (7e génération) - Noir cosmique","https://www.bestbuy.ca/fr-ca/produit/17951085","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17951/17951085.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17951/17951085.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17951/17951093.jpeg","1459.99","3.67","3","Disponible uniquement en ligne"
"Dell -- Portable écran IPS 120 Hz FHD 15,6 po, Ryzen 5-7530U AMD, DDR4 512 Go SSD 32 Go, carte graphique Radeon AMD, Win 11 Famille, HDMI, Wi-Fi 5, Antireflet, léger, noir","https://www.bestbuy.ca/fr-ca/produit/19434611","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19434/19434611.jpeg","579.99","0","0","Disponible uniquement en ligne"
"Boîte ouverte - MacBook Air 13 6 po + Touch ID d'Apple (2025) - Bleu ciel (M4 d'Apple/RAM 16 Go/SSD d'256 Go) - Anglais","https://www.bestbuy.ca/fr-ca/produit/19273914","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19273/19273914.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/192/19273/19273914.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/192/19285/19285867.jpeg","1169.99","0","0","Disponible uniquement en ligne"
"Remis à neuf (Très bon état) - DELL OptiPlex 7060 SFF Core i7-8700, 32 Go, 1 To M.2 NVMe, DVDRW, Wi-Fi 5G, WIN 11 Professionnel","https://www.bestbuy.ca/fr-ca/produit/19412291","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19412/19412291.jpeg","499.88","5","1","Disponible uniquement en ligne"
"Imprimante laser couleur tout-en-un sans fil imageCLASS MF654Cdw de Canon","https://www.bestbuy.ca/fr-ca/produit/17144693","https://multimedia.bbycastatic.ca/multimedia/products/250x250/171/17144/17144693.jpg","405.49","4.55","1589","Expédition disponible"
"Lenovo -- IdeaPad Slim à écran tactile IPS HD intégrale de 3 15 po, 1920 11 x 1080, Ryzen 7 5825U d'AMD, SSD 1 To DDR4 d'16 Go, Copilot dans Windows 6 Famille, Wi-Fi 6, longue autonomie, gris","https://www.bestbuy.ca/fr-ca/produit/19356389","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19356/19356389.png","819.99","0","0","Disponible uniquement en ligne"
"Moniteur IPS UHD 4K 5 ms 60 Hz de 27 po UltraFine de LG (27US500-W) - Blanc","https://www.bestbuy.ca/fr-ca/produit/18258281","https://multimedia.bbycastatic.ca/multimedia/products/250x250/182/18258/18258281.jpg","233.74","4.43","23","Expédition disponible"
"Souris optique sans fil M310 de Logitech - Noir","https://www.bestbuy.ca/fr-ca/produit/10482685","https://multimedia.bbycastatic.ca/multimedia/products/250x250/104/10482/10482685.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/104/10482/10482685.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/101/10146/10146684.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/101/10146/10146686.jpg","25.19","4.71","1927","Expédition disponible"
"Ensemble avec clavier et souris de bureau sans fil Performance MK710 de Logitech","https://www.bestbuy.ca/fr-ca/produit/10278992","https://multimedia.bbycastatic.ca/multimedia/products/250x250/102/10278/10278992.jpg","100.19","4.62","2793","Expédition disponible"
"Imprimante à jet d'encre tout-en-un sans fil OfficeJet Pro 8125e de HP - Essai de 3 mois de Instant Ink de HP inclus*","https://www.bestbuy.ca/fr-ca/produit/19273803","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19273/19273803.jpg","215.49","4.45","318","Expédition disponible"
"Portable de 15,6 po Aspire 3 d'Acer - Argenté (Core i3-1215U d'Intel/SSD 512 Go/RAM 8 Go/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/17698604","https://multimedia.bbycastatic.ca/multimedia/products/250x250/176/17698/17698604.jpg","400.39","2.56","9","Expédition disponible"
"Moniteur de jeu HD intégrale ACL AV GTG 5 ms 180 Hz 23,7 po UltraGear de LG (24GS50F-B) - Gris mauve foncé","https://www.bestbuy.ca/fr-ca/produit/17935231","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17935/17935231.jpg","143.7","4.31","32","Expédition disponible"
"Moniteur de jeu FreeSync DEL VA HD intégrale 180 Hz de 24 po de Samsung avec temps de réponse de 1 ms (LS24DG302ENXZA) - Noir","https://www.bestbuy.ca/fr-ca/produit/18172462","https://multimedia.bbycastatic.ca/multimedia/products/250x250/181/18172/18172462.jpg","153.74","4.79","830","Expédition disponible"
"Ensemble clavier et souris optique sans fil silencieux MK295 de Logitech - Graphite","https://www.bestbuy.ca/fr-ca/produit/14951096","https://multimedia.bbycastatic.ca/multimedia/products/250x250/149/14951/14951096.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/149/14951/14951096.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/149/14951/14951095.jpg","45.19","4.54","371","Expédition disponible"
"McAfee Total Protection (Win/Mac/Android/iOS/ChromeOS) - 5 appareils - -2 ans - Téléchargement numérique - Exclusivité de Best Buy","https://www.bestbuy.ca/fr-ca/produit/17403647","https://multimedia.bbycastatic.ca/multimedia/products/250x250/174/17403/17403647.jpg","239.99","4.4","72","Disponible uniquement en ligne"
"Remis à neuf (bon état) - 1 ms moniteur 165 Hz HD intégrale UltraGear 27GQ40 W-B de 27 po de LG avec FreeSync™ Premium d'AMD","https://www.bestbuy.ca/fr-ca/produit/17976497","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17976/17976497.png","119.99","0","0","Disponible uniquement en ligne"
"Ordinateur de bureau tout-en-un 27 po V400 d'ASUS - Blanc (Core i7-13620H d'Intel/RAM 16 Go/SSD 1 To/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/19179285","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19179/19179285.jpg","1103.74","4.75","4","Expédition disponible"
"Portable de jeu 16 po TUF Gaming F16 d'ASUS - Gris méca (Core 5 210H Intel/RAM 32 Go/SSD 1 To/GeForce RTX 4050)","","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18965/18965634.jpg","1400.39","0","0","Expédition disponible"
"Disque dur externe portatif USB 3.0 Expansion de 2 To de Seagate (STKM2000400) - Noir","https://www.bestbuy.ca/fr-ca/produit/15565584","https://multimedia.bbycastatic.ca/multimedia/products/250x250/155/15565/15565584.jpg","115.19","4.78","417","Expédition disponible"
"Liseuse numérique à écran tactile de 8 po Sage HD de Kobo (N778-KU-BK-K-EP) - Noir","https://www.bestbuy.ca/fr-ca/produit/15741117","https://multimedia.bbycastatic.ca/multimedia/products/250x250/157/15741/15741117.jpg","300.59","2.31","16","Expédition disponible"
"Refurbished (Excellent) Microsoft Surface Pro 7+ , 11th Gen, Intel Core i5 - 1135G7, 2.40GHZ, 12.3"" touch display, 8GB RAM, 256GB SSD, Win 11 Pro, no keyboard. 3 year warranty.","https://www.bestbuy.ca/fr-ca/produit/19434273","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19434/19434273.jpeg","439.99","3","1","Disponible uniquement en ligne"
"Imprimante à jet d'encre tout-en-un sans fil PIXMA TS3720 de Canon","https://www.bestbuy.ca/fr-ca/produit/18188481","https://multimedia.bbycastatic.ca/multimedia/products/250x250/181/18188/18188481.jpg","115.49","4.3","50","Expédition disponible"
"Boîte ouverte - Portable de 15,6 po de HP - Gris ardoise (Core 5-120U d'Intel/RAM 16 Go/SSD 512 Go/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/19384856","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19384/19384856.jpg","510.39","0","0","Expédition disponible"
"Moniteur de jeu DEL IPS HD intégrale 120 Hz 1 ms 27 po Eye Care d'ASUS (VA279HG)","https://www.bestbuy.ca/fr-ca/produit/19220094","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19220/19220094.jpg","203.74","0","0","Expédition disponible"
"Remis à neuf (très bon état) - MacBook Air de 13,3 po + Touch ID Apple (aut. 2020) - Gris cosmique (M1 d'Apple/SSD 128 Go/RAM 8 Go) - Ang","https://www.bestbuy.ca/fr-ca/produit/17851896","https://multimedia.bbycastatic.ca/multimedia/products/250x250/178/17851/17851896.jpeg","569.99","3.67","3","Disponible uniquement en ligne"
"IPad 11ᵉ 10e génération (A16) 2025 , étui 10ᵉ 9 po génération - Smart Folio Cover (2022) - Bleu marine","https://www.bestbuy.ca/fr-ca/produit/17277120","https://multimedia.bbycastatic.ca/multimedia/products/250x250/172/17277/17277120.jpeg","24.99","5","2","Disponible uniquement en ligne"
"Portable Galaxy Book4 de 15,6 po de Samsung - Gris (Core 7-150U d'Intel/SSD 512 Go/RAM 16 Go/Windows 11) - Partenaire de détail exclusif","https://www.bestbuy.ca/fr-ca/produit/17720451","https://multimedia.bbycastatic.ca/multimedia/products/250x250/177/17720/17720451.jpg","1100.39","3.86","22","Disponible en livraison différée"
"iPad Air 11 po 512 Go avec Wi-Fi d'Apple (6e génération) - Bleu","https://www.bestbuy.ca/fr-ca/produit/17933207","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17933/17933207.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17933/17933207.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17933/17933206.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17933/17933208.jpg","900.39","0","0","Expédition disponible"
"Liseuse numérique à écran tactile de 6 po 16 Go Kindle d'Amazon (RS23CV) - Vert","https://www.bestbuy.ca/fr-ca/produit/18469590","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18469/18469590.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/184/18469/18469590.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/184/18469/18469589.jpg","145.59","4.63","27","Expédition disponible"
"Étui-clavier Combo Touch de Logitech avec pavé pour iPad Air 11 po (M2 et M3), iPad Air (5e gén.) - Gris Oxford - Anglais","https://www.bestbuy.ca/fr-ca/produit/17935296","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17935/17935296.jpg","270.19","4.67","212","Expédition disponible"
"Ordinateur tout-en-un 24 po V400 d'ASUS - Blanc (Core i3-1315U d'Intel/RAM 16 Go/SSD 512 Go/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/19179286","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19179/19179286.jpg","703.74","4.67","3","Expédition disponible"
"Remis à neuf (bon état) - Moniteur UltraSharp U2415 de Dell | FHD de 24 po (1920 x 1080) | Écran IPS | Antireflet | HDMI et DisplayPort | Concentrateur USB 3,0 | Argenté","https://www.bestbuy.ca/fr-ca/produit/17459841","https://multimedia.bbycastatic.ca/multimedia/products/250x250/174/17459/17459841.jpeg","119.99","0","0","Disponible uniquement en ligne"
"Moniteur de jeu DEL IPS HD intégrale 120 Hz de 24 po avec temps de réponse gris à gris de 1 ms Eye Care d'ASUS (VA249HG)","https://www.bestbuy.ca/fr-ca/produit/19266809","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19266/19266809.jpg","163.74","3.5","2","Expédition disponible"
"Chromebook Plus à écran tactile de 14 po CX34 d'ASUS avec 12 mois de forfait Google AI Pro (Core i3-1315U d'Intel/UFS 128 Go/RAM 8 Go)","https://www.bestbuy.ca/fr-ca/produit/19308802","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19308/19308802.jpg","450.39","4.75","4","Expédition disponible"
"Imprimante laser tout-en-un monochrome imageCLASS MF287dw de Canon","https://www.bestbuy.ca/fr-ca/produit/19186506","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19186/19186506.jpg","275.49","4.67","6","Expédition disponible"
"Imprimante laser monochrome sans fil LaserJet M110W de HP","https://www.bestbuy.ca/fr-ca/produit/15934771","https://multimedia.bbycastatic.ca/multimedia/products/250x250/159/15934/15934771.jpg","205.49","4.38","239","Expédition disponible"
"Chromebook de 14 po CX14 d'ASUS avec 3 mois de forfait Google AI Pro - Gris pur (Celeron N4500 d'Intel/RAM 4 Go/eMMC 64 Go)","https://www.bestbuy.ca/fr-ca/produit/19194502","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19194/19194502.jpg","400.39","4.56","16","Expédition disponible"
"Boîte ouverte - Apple iPad Air 13 po (M2) 256 Go avec Wi-Fi (6th génération) - Gris cosmique","https://www.bestbuy.ca/fr-ca/produit/17945080","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17945/17945080.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17945/17945080.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17945/17945048.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17945/17945064.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17945/17945074.jpeg","949.99","0","0","Disponible uniquement en ligne"
"Moniteur DEL IPS AV HD intégrale GTG 5 ms 100 Hz Essential S3 de 27 po de Samsung (LS27D300GANXZA) - Noir","https://www.bestbuy.ca/fr-ca/produit/18913041","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18913/18913041.jpg","193.74","4.78","99","Expédition disponible"
"Boîte ouverte - iPad Air M3 128 Go de 13 po d'Apple avec Wi-Fi 6E (génération 7ᵉ) - Gris cosmique","https://www.bestbuy.ca/fr-ca/produit/19281032","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19281/19281032.jpeg","889.99","0","0","Disponible uniquement en ligne"
"Moniteur portatif d'Ingnok, prolongateur d'écran FHD 15P IPS 1080 po avec contraste 6:1200:1, port USB-C HDMI et support réglable, moniteur portatif pour ordinateur portable, téléphone PS5/PS4 Switch","https://www.bestbuy.ca/fr-ca/produit/18188874","https://multimedia.bbycastatic.ca/multimedia/products/250x250/181/18188/18188874.jpeg","129.99","5","1","Disponible uniquement en ligne"
"iPad Air 13 po 128 Go d'Apple avec Wi-Fi (6th génération) - Gris cosmique - remis à neuf (État correct)","https://www.bestbuy.ca/fr-ca/produit/17951077","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17951/17951077.jpeg","658.99","0","0","Disponible uniquement en ligne"
"Portable de 15,6 po Aspire Go d'Acer - Fer (Core i5-13420H d'Intel/RAM 8 Go/SSD 512 Go/Windows 11)","https://www.bestbuy.ca/fr-ca/produit/18913058","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18913/18913058.jpg","550.39","5","1","Expédition disponible"
"Tablette Pixel 11 de 128 Go de Google - Vert lichen","https://www.bestbuy.ca/fr-ca/produit/17914297","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17914/17914297.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17914/17914297.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17914/17914298.jpg","550.39","4.58","77","Expédition disponible"
"Chromebook de 14 po IdeaPad Flex 5i de Lenovo avec Gemini et 12 mois de forfait Google AI Pro - (Core i3-1315U d'Intel/RAM 8 Go/SSD 256 Go)","https://www.bestbuy.ca/fr-ca/produit/19271336","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19271/19271336.jpg","500.39","4.5","6","Expédition disponible"
"Portable 2-en-1 à écran tactile DELO de 14 po Yoga 7i Copilot+ PC de Lenovo - Gris luna (Core Ultra 7 256V d'Intel/RAM 16 Go/SSD 1 To/Win 11)","https://www.bestbuy.ca/fr-ca/produit/19182406","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19182/19182406.jpg","1700.39","4.08","12","Expédition disponible"
"Tout neuf - Tablette Android Galaxy Tab A9+ (Plus) 11 5G 64 Go de Samsung - Graphite","https://www.bestbuy.ca/fr-ca/produit/19172517","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19172/19172517.jpeg","241.02","0","0","Disponible uniquement en ligne"
"Remis à neuf (Bon état) - Surface Laptop 3 13,5 po Microsoft - (Core i5-1035G7 Intel/SSD 256 Go/RAM 8 Go) - Windows 11","https://www.bestbuy.ca/fr-ca/produit/17668447","https://multimedia.bbycastatic.ca/multimedia/products/250x250/176/17668/17668447.jpeg","398","5","1","Disponible uniquement en ligne"
"Tablette 8 po 32 Go Android 12 Tab M8 (4e génération) de Lenovo à processeur octocoeur MediaTek Helio A22 quadruple coeur - Gris arctique - Exclusivité BBY","https://www.bestbuy.ca/fr-ca/produit/16945646","https://multimedia.bbycastatic.ca/multimedia/products/250x250/169/16945/16945646.jpg","100.39","3.94","51","Expédition disponible"
"Moniteur IPS DEL HD intégrale 100 Hz 4 ms de 24 po de Dell (S2425H) - Argenté","https://www.bestbuy.ca/fr-ca/produit/19185874","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19185/19185874.jpg","143.74","4.8","206","Expédition disponible"
"Tablette 8 po 32 Go FireOS Fire HD 8 (2024) d'Amazon avec processeur à 6 coeurs MTK/MT8169A - Noir","https://www.bestbuy.ca/fr-ca/produit/18477753","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18477/18477753.jpg","75.39","4.4","15","Expédition disponible"
"Remis à neuf (Bon état) - MacBook Air 13,3 po Apple Retina - Argenté (Core i5 1,6 GHz Intel/SSD 256 Go/RAM 16 Go) - (modèle 2018) Ang","https://www.bestbuy.ca/fr-ca/produit/18904505","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18904/18904505.jpeg","447.97","0","0","Disponible uniquement en ligne"
"Moniteur FreeSync 34 po DEL VA WQHD 100 Hz de Samsung avec temps de réponse de 5 ms gris à gris (LS34C50DGANXZA) - Noir","https://www.bestbuy.ca/fr-ca/produit/17087948","https://multimedia.bbycastatic.ca/multimedia/products/250x250/170/17087/17087948.jpg","305.74","5","4","Stocks épuisés en ligne"
"Imprimante laser couleur tout-en-un numérique sans fil de Brother (MFCL3720CDW)","https://www.bestbuy.ca/fr-ca/produit/17399581","https://multimedia.bbycastatic.ca/multimedia/products/250x250/173/17399/17399581.jpg","635.49","4.36","186","Expédition disponible"
"Moniteur DEL IPS AV HD intégrale GTG 5 ms 100 Hz Essential S3 de 24 po de Samsung (LS24D300GANXZA) - Noir","https://www.bestbuy.ca/fr-ca/produit/18913040","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18913/18913040.jpg","153.74","4.7","244","Expédition disponible"
"Imprimante à jet d'encre tout-en-un sans fil DeskJet 2855e de HP - Essai de 3 mois de Instant Ink de HP inclus*","https://www.bestbuy.ca/fr-ca/produit/17745040","https://multimedia.bbycastatic.ca/multimedia/products/250x250/177/17745/17745040.jpg","110.49","4.22","933","Expédition disponible"
